"Datum","Zuletzt","Eröffn.","Hoch","Tief","Vol.","+/- %"
"28.01.1999","2.685,33","2.069,29","2.069,29","2.069,29","","0,60%"
"27.01.1999","2.669,19","2.056,86","2.056,86","2.056,86","","-0,28%"
"26.01.1999","2.676,65","2.062,60","2.062,60","2.062,60","","0,81%"
"25.01.1999","2.655,17","2.046,05","2.046,05","2.046,05","","-0,38%"
"22.01.1999","2.665,32","2.053,88","2.053,88","2.053,88","","-1,10%"
"21.01.1999","2.694,87","2.076,65","2.076,65","2.076,65","","-0,33%"
"20.01.1999","2.703,91","2.083,61","2.083,61","2.083,61","","0,47%"
"19.01.1999","2.691,39","2.073,97","2.073,97","2.073,97","","-0,10%"
"18.01.1999","2.694,02","2.075,99","2.075,99","2.075,99","","0,92%"
"15.01.1999","2.669,37","2.056,99","2.056,99","2.056,99","","0,19%"
"14.01.1999","2.664,40","2.053,17","2.053,17","2.053,17","","0,74%"
"13.01.1999","2.644,84","2.038,09","2.038,09","2.038,09","","-3,28%"
"12.01.1999","2.734,56","2.107,23","2.107,23","2.107,23","","0,72%"
"11.01.1999","2.715,01","2.092,17","2.092,17","2.092,17","","0,50%"
"08.01.1999","2.701,46","2.081,72","2.081,72","2.081,72","","0,43%"
"07.01.1999","2.689,85","2.072,78","2.072,78","2.072,78","","-1,89%"
"06.01.1999","2.741,63","2.112,67","2.112,67","2.112,67","","-0,39%"
"05.01.1999","2.752,26","2.120,87","2.120,87","2.120,87","","-0,32%"
"04.01.1999","2.761,21","2.127,76","2.127,76","2.127,76","","2,63%"
"30.12.1998","2.690,42","2.073,20","2.073,20","2.073,20","","0,45%"
"29.12.1998","2.678,36","2.063,91","2.063,91","2.063,91","","-0,04%"
"28.12.1998","2.679,46","2.064,76","2.064,76","2.064,76","","0,47%"
"23.12.1998","2.666,88","2.055,06","2.055,06","2.055,06","","0,11%"
"22.12.1998","2.664,07","2.052,89","2.052,89","2.052,89","","-0,02%"
"21.12.1998","2.664,55","2.053,27","2.053,27","2.053,27","","-0,13%"
"18.12.1998","2.668,14","2.055,95","2.055,95","2.055,95","","0,12%"
"17.12.1998","2.664,95","2.053,45","2.053,45","2.053,45","","0,26%"
"16.12.1998","2.658,01","2.048,09","2.048,09","2.048,09","","0,68%"
"15.12.1998","2.640,06","2.034,17","2.034,17","2.034,17","","2,38%"
"14.12.1998","2.578,72","1.988,47","1.988,47","1.988,47","","-2,66%"
"11.12.1998","2.649,27","2.041,17","2.041,17","2.041,17","","-1,00%"
"10.12.1998","2.676,12","2.061,84","2.061,84","2.061,84","","-0,43%"
"09.12.1998","2.687,60","2.075,14","2.075,14","2.075,14","","-0,50%"
"08.12.1998","2.701,00","2.085,51","2.085,51","2.085,51","","-0,49%"
"07.12.1998","2.714,18","2.095,73","2.095,73","2.095,73","","-0,30%"
"04.12.1998","2.722,25","2.101,96","2.101,96","2.101,96","","0,54%"
"03.12.1998","2.707,55","2.090,61","2.090,61","2.090,61","","-0,31%"
"02.12.1998","2.716,06","2.097,17","2.097,17","2.097,17","","0,59%"
"01.12.1998","2.700,11","2.084,84","2.084,84","2.084,84","","-1,31%"
"30.11.1998","2.735,87","2.112,51","2.112,51","2.112,51","","-0,56%"
"27.11.1998","2.751,41","2.124,52","2.124,52","2.124,52","","0,44%"
"26.11.1998","2.739,30","2.115,18","2.115,18","2.115,18","","-0,03%"
"25.11.1998","2.740,10","2.115,81","2.115,81","2.115,81","","-0,56%"
"24.11.1998","2.755,58","2.127,77","2.127,77","2.127,77","","-0,09%"
"23.11.1998","2.757,95","2.129,60","2.129,60","2.129,60","","0,35%"
"20.11.1998","2.748,44","2.122,25","2.122,25","2.122,25","","-0,25%"
"19.11.1998","2.755,20","2.127,47","2.127,47","2.127,47","","0,35%"
"18.11.1998","2.745,61","2.120,05","2.120,05","2.120,05","","-0,21%"
"17.11.1998","2.751,39","2.124,54","2.124,54","2.124,54","","-0,48%"
"16.11.1998","2.764,69","2.134,78","2.134,78","2.134,78","","0,83%"
"13.11.1998","2.741,98","2.117,22","2.117,22","2.117,22","","0,61%"
"12.11.1998","2.725,35","2.104,35","2.104,35","2.104,35","","-0,28%"
"11.11.1998","2.733,12","2.110,36","2.110,36","2.110,36","","0,62%"
"10.11.1998","2.716,23","2.097,31","2.097,31","2.097,31","","-0,55%"
"09.11.1998","2.731,30","2.108,94","2.108,94","2.108,94","","0,79%"
"06.11.1998","2.709,94","2.092,42","2.092,42","2.092,42","","0,80%"
"05.11.1998","2.688,40","2.075,77","2.075,77","2.075,77","","-0,18%"
"04.11.1998","2.693,27","2.079,53","2.079,53","2.079,53","","0,66%"
"03.11.1998","2.675,74","2.066,00","2.066,00","2.066,00","","-0,17%"
"02.11.1998","2.680,32","2.069,56","2.069,56","2.069,56","","1,40%"
"30.10.1998","2.643,44","2.041,09","2.041,09","2.041,09","","0,94%"
"29.10.1998","2.618,93","2.022,08","2.022,08","2.022,08","","0,21%"
"28.10.1998","2.613,35","2.017,78","2.017,78","2.017,78","","-0,53%"
"27.10.1998","2.627,19","2.030,41","2.030,41","2.030,41","","-0,08%"
"26.10.1998","2.629,42","2.032,13","2.032,13","2.032,13","","0,21%"
"23.10.1998","2.624,00","2.027,96","2.027,96","2.027,96","","0,74%"
"22.10.1998","2.604,72","2.013,06","2.013,06","2.013,06","","-0,04%"
"21.10.1998","2.605,86","2.013,92","2.013,92","2.013,92","","-0,34%"
"20.10.1998","2.614,77","2.020,83","2.020,83","2.020,83","","1,27%"
"19.10.1998","2.581,97","1.995,49","1.995,49","1.995,49","","0,81%"
"16.10.1998","2.561,11","1.979,32","1.979,32","1.979,32","","1,15%"
"15.10.1998","2.531,87","1.956,73","1.956,73","1.956,73","","1,06%"
"14.10.1998","2.505,33","1.936,22","1.936,22","1.936,22","","-0,30%"
"13.10.1998","2.512,95","1.942,82","1.942,82","1.942,82","","0,37%"
"12.10.1998","2.503,77","1.935,72","1.935,72","1.935,72","","0,35%"
"09.10.1998","2.495,03","1.928,95","1.928,95","1.928,95","","0,81%"
"08.10.1998","2.475,03","1.913,50","1.913,50","1.913,50","","-2,36%"
"07.10.1998","2.534,74","1.959,66","1.959,66","1.959,66","","0,04%"
"06.10.1998","2.533,73","1.958,88","1.958,88","1.958,88","","-0,42%"
"05.10.1998","2.544,30","1.967,05","1.967,05","1.967,05","","-0,11%"
"02.10.1998","2.547,11","1.969,22","1.969,22","1.969,22","","-2,95%"
"01.10.1998","2.624,51","2.029,06","2.029,06","2.029,06","","-3,82%"
"30.09.1998","2.728,78","2.109,67","2.109,67","2.109,67","","-1,09%"
"29.09.1998","2.758,78","2.132,87","2.132,87","2.132,87","","0,18%"
"28.09.1998","2.753,71","2.128,95","2.128,95","2.128,95","","0,15%"
"25.09.1998","2.749,57","2.125,75","2.125,75","2.125,75","","-1,38%"
"24.09.1998","2.788,10","2.155,53","2.155,53","2.155,53","","1,72%"
"23.09.1998","2.741,08","2.119,18","2.119,18","2.119,18","","0,76%"
"22.09.1998","2.720,47","2.103,24","2.103,24","2.103,24","","-0,09%"
"21.09.1998","2.722,96","2.105,18","2.105,18","2.105,18","","-1,28%"
"18.09.1998","2.758,27","2.132,47","2.132,47","2.132,47","","-1,32%"
"17.09.1998","2.795,06","2.160,83","2.160,83","2.160,83","","-1,50%"
"16.09.1998","2.837,54","2.194,11","2.194,11","2.194,11","","-0,02%"
"15.09.1998","2.838,08","2.195,20","2.195,20","2.195,20","","-0,46%"
"14.09.1998","2.851,16","2.205,52","2.205,52","2.205,52","","1,27%"
"11.09.1998","2.815,49","2.177,64","2.177,64","2.177,64","","-0,70%"
"10.09.1998","2.835,24","2.192,94","2.192,94","2.192,94","","-0,96%"
"09.09.1998","2.862,72","2.214,24","2.214,24","2.214,24","","1,04%"
"08.09.1998","2.833,26","2.190,95","2.190,95","2.190,95","","0,24%"
"07.09.1998","2.826,49","2.185,77","2.185,77","2.185,77","","-0,22%"
"04.09.1998","2.832,86","2.190,88","2.190,88","2.190,88","","-0,23%"
"03.09.1998","2.839,42","2.196,38","2.196,38","2.196,38","","-0,54%"
"02.09.1998","2.854,87","2.208,87","2.208,87","2.208,87","","2,09%"
"01.09.1998","2.796,39","2.162,64","2.162,64","2.162,64","","-2,47%"
"31.08.1998","2.867,32","2.218,01","2.218,01","2.218,01","","-0,56%"
"28.08.1998","2.883,55","2.230,41","2.230,41","2.230,41","","-3,51%"
"27.08.1998","2.988,39","2.313,18","2.313,18","2.313,18","","-1,78%"
"26.08.1998","3.042,69","2.355,75","2.355,75","2.355,75","","-0,80%"
"25.08.1998","3.067,33","2.375,06","2.375,06","2.375,06","","-0,24%"
"24.08.1998","3.074,61","2.380,67","2.380,67","2.380,67","","-0,73%"
"21.08.1998","3.097,15","2.398,26","2.398,26","2.398,26","","-0,83%"
"20.08.1998","3.122,94","2.418,48","2.418,48","2.418,48","","-0,44%"
"19.08.1998","3.136,59","2.429,18","2.429,18","2.429,18","","0,42%"
"18.08.1998","3.123,58","2.418,85","2.418,85","2.418,85","","0,46%"
"17.08.1998","3.109,39","2.407,88","2.407,88","2.407,88","","-0,63%"
"14.08.1998","3.129,14","2.423,56","2.423,56","2.423,56","","0,89%"
"13.08.1998","3.101,60","2.401,87","2.401,87","2.401,87","","-0,87%"
"12.08.1998","3.128,83","2.423,14","2.423,14","2.423,14","","-0,66%"
"11.08.1998","3.149,72","2.439,67","2.439,67","2.439,67","","-1,72%"
"10.08.1998","3.204,72","2.482,64","2.482,64","2.482,64","","-0,10%"
"07.08.1998","3.207,96","2.485,00","2.485,00","2.485,00","","-0,31%"
"06.08.1998","3.218,05","2.493,00","2.493,00","2.493,00","","-0,02%"
"05.08.1998","3.218,70","2.493,75","2.493,75","2.493,75","","-1,07%"
"04.08.1998","3.253,53","2.520,69","2.520,69","2.520,69","","-0,52%"
"03.08.1998","3.270,49","2.533,70","2.533,70","2.533,70","","-0,97%"
"31.07.1998","3.302,41","2.558,37","2.558,37","2.558,37","","0,26%"
"30.07.1998","3.293,76","2.551,82","2.551,82","2.551,82","","0,23%"
"29.07.1998","3.286,16","2.545,73","2.545,73","2.545,73","","-0,05%"
"28.07.1998","3.287,66","2.547,17","2.547,17","2.547,17","","0,10%"
"27.07.1998","3.284,45","2.544,28","2.544,28","2.544,28","","-1,09%"
"24.07.1998","3.320,66","2.573,21","2.573,21","2.573,21","","-0,18%"
"23.07.1998","3.326,73","2.580,20","2.580,20","2.580,20","","-0,51%"
"22.07.1998","3.343,67","2.593,30","2.593,30","2.593,30","","-0,74%"
"21.07.1998","3.368,60","2.613,01","2.613,01","2.613,01","","0,58%"
"20.07.1998","3.349,31","2.597,78","2.597,78","2.597,78","","-0,10%"
"17.07.1998","3.352,61","2.600,48","2.600,48","2.600,48","","0,73%"
"16.07.1998","3.328,40","2.583,47","2.583,47","2.583,47","","0,12%"
"15.07.1998","3.324,27","2.582,08","2.582,08","2.582,08","","0,61%"
"14.07.1998","3.304,15","2.566,97","2.566,97","2.566,97","","-0,51%"
"13.07.1998","3.321,08","2.582,14","2.582,14","2.582,14","","0,09%"
"10.07.1998","3.318,20","2.579,83","2.579,83","2.579,83","","-0,13%"
"09.07.1998","3.322,68","2.584,91","2.584,91","2.584,91","","0,21%"
"08.07.1998","3.315,76","2.579,60","2.579,60","2.579,60","","0,18%"
"07.07.1998","3.309,69","2.574,70","2.574,70","2.574,70","","-0,02%"
"06.07.1998","3.310,47","2.575,44","2.575,44","2.575,44","","-0,52%"
"03.07.1998","3.327,62","2.588,57","2.588,57","2.588,57","","0,02%"
"02.07.1998","3.326,82","2.592,97","2.592,97","2.592,97","","0,27%"
"01.07.1998","3.317,93","2.585,98","2.585,98","2.585,98","","0,08%"
"30.06.1998","3.315,12","2.584,63","2.584,63","2.584,63","","0,39%"
"29.06.1998","3.302,09","2.574,47","2.574,47","2.574,47","","-0,27%"
"26.06.1998","3.311,01","2.581,59","2.581,59","2.581,59","","-0,30%"
"25.06.1998","3.320,99","2.591,48","2.591,48","2.591,48","","0,35%"
"24.06.1998","3.309,53","2.586,03","2.586,03","2.586,03","","-0,10%"
"23.06.1998","3.312,95","2.590,82","2.590,82","2.590,82","","0,27%"
"22.06.1998","3.304,00","2.585,68","2.585,68","2.585,68","","-0,77%"
"19.06.1998","3.329,55","2.622,41","2.622,41","2.622,41","","-0,41%"
"18.06.1998","3.343,09","2.634,01","2.634,01","2.634,01","","0,31%"
"17.06.1998","3.332,60","2.625,72","2.625,72","2.625,72","","0,41%"
"16.06.1998","3.319,05","2.614,79","2.614,79","2.614,79","","-0,54%"
"15.06.1998","3.337,13","2.628,78","2.628,78","2.628,78","","-0,89%"
"12.06.1998","3.367,18","2.652,43","2.652,43","2.652,43","","-0,61%"
"10.06.1998","3.387,88","2.669,18","2.669,18","2.669,18","","-0,03%"
"09.06.1998","3.388,89","2.670,32","2.670,32","2.670,32","","0,03%"
"08.06.1998","3.387,71","2.669,25","2.669,25","2.669,25","","0,38%"
"05.06.1998","3.374,97","2.659,70","2.659,70","2.659,70","","0,84%"
"04.06.1998","3.346,73","2.637,95","2.637,95","2.637,95","","-0,07%"
"03.06.1998","3.349,00","2.639,71","2.639,71","2.639,71","","-0,41%"
"02.06.1998","3.362,71","2.651,01","2.651,01","2.651,01","","-0,29%"
"29.05.1998","3.372,37","2.658,63","2.658,63","2.658,63","","-0,25%"
"28.05.1998","3.380,76","2.668,39","2.668,39","2.668,39","","-0,19%"
"27.05.1998","3.387,20","2.673,42","2.673,42","2.673,42","","-1,19%"
"26.05.1998","3.427,95","2.705,48","2.705,48","2.705,48","","0,23%"
"25.05.1998","3.420,03","2.699,16","2.699,16","2.699,16","","-0,43%"
"22.05.1998","3.434,72","2.710,94","2.710,94","2.710,94","","0,40%"
"20.05.1998","3.421,01","2.699,85","2.699,85","2.699,85","","0,48%"
"19.05.1998","3.404,74","2.686,99","2.686,99","2.686,99","","0,49%"
"18.05.1998","3.388,18","2.673,82","2.673,82","2.673,82","","-0,47%"
"15.05.1998","3.404,06","2.686,36","2.686,36","2.686,36","","0,30%"
"14.05.1998","3.393,90","2.678,56","2.678,56","2.678,56","","-0,13%"
"13.05.1998","3.398,35","2.682,29","2.682,29","2.682,29","","0,25%"
"12.05.1998","3.390,04","2.675,60","2.675,60","2.675,60","","0,43%"
"11.05.1998","3.375,64","2.664,31","2.664,31","2.664,31","","0,65%"
"08.05.1998","3.353,78","2.647,13","2.647,13","2.647,13","","-0,04%"
"07.05.1998","3.355,02","2.647,99","2.647,99","2.647,99","","-0,51%"
"06.05.1998","3.372,16","2.662,19","2.662,19","2.662,19","","-0,61%"
"05.05.1998","3.392,78","2.679,38","2.679,38","2.679,38","","-0,09%"
"04.05.1998","3.395,84","2.681,86","2.681,86","2.681,86","","0,32%"
"30.04.1998","3.384,86","2.673,19","2.673,19","2.673,19","","0,78%"
"29.04.1998","3.358,50","2.652,08","2.652,08","2.652,08","","1,03%"
"28.04.1998","3.324,29","2.624,41","2.624,41","2.624,41","","-0,46%"
"27.04.1998","3.339,77","2.638,04","2.638,04","2.638,04","","-0,80%"
"24.04.1998","3.366,78","2.659,26","2.659,26","2.659,26","","-0,47%"
"23.04.1998","3.382,62","2.671,31","2.671,31","2.671,31","","0,36%"
"22.04.1998","3.370,59","2.661,94","2.661,94","2.661,94","","-0,47%"
"21.04.1998","3.386,62","2.675,54","2.675,54","2.675,54","","0,14%"
"20.04.1998","3.381,99","2.673,50","2.673,50","2.673,50","","0,50%"
"17.04.1998","3.365,27","2.660,36","2.660,36","2.660,36","","-0,59%"
"16.04.1998","3.385,14","2.675,94","2.675,94","2.675,94","","-0,86%"
"15.04.1998","3.414,35","2.699,33","2.699,33","2.699,33","","0,37%"
"14.04.1998","3.401,64","2.688,99","2.688,99","2.688,99","","1,39%"
"09.04.1998","3.354,95","2.651,86","2.651,86","2.651,86","","0,92%"
"08.04.1998","3.324,22","2.628,00","2.628,00","2.628,00","","1,01%"
"07.04.1998","3.290,89","2.601,54","2.601,54","2.601,54","","0,00%"
"06.04.1998","3.290,75","2.601,44","2.601,44","2.601,44","","1,42%"
"03.04.1998","3.244,61","2.564,34","2.564,34","2.564,34","","0,75%"
"02.04.1998","3.220,30","2.545,11","2.545,11","2.545,11","","1,02%"
"01.04.1998","3.187,90","2.519,40","2.519,40","2.519,40","","0,17%"
"31.03.1998","3.182,50","2.517,22","2.517,22","2.517,22","","0,08%"
"30.03.1998","3.180,11","2.514,86","2.514,86","2.514,86","","0,42%"
"27.03.1998","3.166,90","2.514,10","2.514,10","2.514,10","","-0,02%"
"26.03.1998","3.167,69","2.515,11","2.515,11","2.515,11","","-0,44%"
"25.03.1998","3.181,62","2.526,15","2.526,15","2.526,15","","1,13%"
"24.03.1998","3.146,19","2.498,40","2.498,40","2.498,40","","-0,34%"
"23.03.1998","3.156,89","2.507,25","2.507,25","2.507,25","","-0,37%"
"20.03.1998","3.168,74","2.516,71","2.516,71","2.516,71","","0,34%"
"19.03.1998","3.157,97","2.509,21","2.509,21","2.509,21","","0,76%"
"18.03.1998","3.134,24","2.492,30","2.492,30","2.492,30","","0,46%"
"17.03.1998","3.120,00","2.480,74","2.480,74","2.480,74","","0,81%"
"16.03.1998","3.094,88","2.460,63","2.460,63","2.460,63","","0,58%"
"13.03.1998","3.076,91","2.446,29","2.446,29","2.446,29","","0,33%"
"12.03.1998","3.066,67","2.438,21","2.438,21","2.438,21","","-0,28%"
"11.03.1998","3.075,20","2.448,30","2.448,30","2.448,30","","0,35%"
"10.03.1998","3.064,47","2.439,85","2.439,85","2.439,85","","0,83%"
"09.03.1998","3.039,31","2.419,76","2.419,76","2.419,76","","0,23%"
"06.03.1998","3.032,23","2.414,17","2.414,17","2.414,17","","0,28%"
"05.03.1998","3.023,70","2.407,36","2.407,36","2.407,36","","-0,84%"
"04.03.1998","3.049,34","2.427,80","2.427,80","2.427,80","","-0,65%"
"03.03.1998","3.069,27","2.443,54","2.443,54","2.443,54","","-0,13%"
"02.03.1998","3.073,38","2.446,97","2.446,97","2.446,97","","0,22%"
"27.02.1998","3.066,62","2.441,66","2.441,66","2.441,66","","0,36%"
"26.02.1998","3.055,52","2.432,81","2.432,81","2.432,81","","0,89%"
"25.02.1998","3.028,59","2.412,00","2.412,00","2.412,00","","-0,40%"
"24.02.1998","3.040,64","2.421,60","2.421,60","2.421,60","","-0,84%"
"23.02.1998","3.066,26","2.441,86","2.441,86","2.441,86","","1,19%"
"20.02.1998","3.030,19","2.413,15","2.413,15","2.413,15","","1,17%"
"19.02.1998","2.995,26","2.385,41","2.385,41","2.385,41","","0,49%"
"18.02.1998","2.980,71","2.373,70","2.373,70","2.373,70","","0,36%"
"17.02.1998","2.970,10","2.365,20","2.365,20","2.365,20","","0,45%"
"16.02.1998","2.956,93","2.354,64","2.354,64","2.354,64","","0,46%"
"13.02.1998","2.943,26","2.343,59","2.343,59","2.343,59","","0,72%"
"12.02.1998","2.922,34","2.326,83","2.326,83","2.326,83","","0,04%"
"11.02.1998","2.921,28","2.325,83","2.325,83","2.325,83","","-0,10%"
"10.02.1998","2.924,16","2.328,18","2.328,18","2.328,18","","0,44%"
"09.02.1998","2.911,31","2.317,88","2.317,88","2.317,88","","1,84%"
"06.02.1998","2.858,62","2.276,09","2.276,09","2.276,09","","-0,12%"
"05.02.1998","2.862,19","2.278,90","2.278,90","2.278,90","","0,78%"
"04.02.1998","2.840,12","2.261,27","2.261,27","2.261,27","","0,57%"
"03.02.1998","2.824,12","2.248,46","2.248,46","2.248,46","","0,15%"
"02.02.1998","2.819,79","2.245,15","2.245,15","2.245,15","","0,79%"
"30.01.1998","2.797,70","2.227,62","2.227,62","2.227,62","","0,11%"
"29.01.1998","2.794,68","2.225,08","2.225,08","2.225,08","","0,73%"
"28.01.1998","2.774,36","2.208,83","2.208,83","2.208,83","","0,13%"
"27.01.1998","2.770,88","2.206,00","2.206,00","2.206,00","","0,61%"
"26.01.1998","2.754,12","2.192,77","2.192,77","2.192,77","","0,25%"
"23.01.1998","2.747,26","2.187,43","2.187,43","2.187,43","","0,24%"
"22.01.1998","2.740,81","2.182,22","2.182,22","2.182,22","","0,08%"
"21.01.1998","2.738,61","2.180,48","2.180,48","2.180,48","","-0,19%"
"20.01.1998","2.743,74","2.184,51","2.184,51","2.184,51","","-0,16%"
"19.01.1998","2.748,16","2.188,16","2.188,16","2.188,16","","0,57%"
"16.01.1998","2.732,47","2.175,79","2.175,79","2.175,79","","0,23%"
"15.01.1998","2.726,12","2.170,74","2.170,74","2.170,74","","0,26%"
"14.01.1998","2.719,15","2.165,12","2.165,12","2.165,12","","0,44%"
"13.01.1998","2.707,32","2.155,72","2.155,72","2.155,72","","0,19%"
"12.01.1998","2.702,08","2.151,50","2.151,50","2.151,50","","-2,18%"
"09.01.1998","2.762,18","2.199,14","2.199,14","2.199,14","","-0,54%"
"08.01.1998","2.777,29","2.211,19","2.211,19","2.211,19","","0,23%"
"07.01.1998","2.770,96","2.206,26","2.206,26","2.206,26","","0,27%"
"06.01.1998","2.763,47","2.200,31","2.200,31","2.200,31","","-0,01%"
"05.01.1998","2.763,78","2.200,48","2.200,48","2.200,48","","0,64%"
"02.01.1998","2.746,34","2.186,58","2.186,58","2.186,58","","0,21%"
"30.12.1997","2.740,48","2.181,92","2.181,92","2.181,92","","0,35%"
"29.12.1997","2.731,04","2.174,35","2.174,35","2.174,35","","1,21%"
"23.12.1997","2.698,31","2.148,56","2.148,56","2.148,56","","0,33%"
"22.12.1997","2.689,53","2.141,67","2.141,67","2.141,67","","-0,12%"
"19.12.1997","2.692,65","2.144,10","2.144,10","2.144,10","","-0,52%"
"18.12.1997","2.706,66","2.155,13","2.155,13","2.155,13","","-0,15%"
"17.12.1997","2.710,85","2.158,36","2.158,36","2.158,36","","0,25%"
"16.12.1997","2.704,17","2.153,10","2.153,10","2.153,10","","0,11%"
"15.12.1997","2.701,23","2.151,17","2.151,17","2.151,17","","0,18%"
"12.12.1997","2.696,32","2.147,21","2.147,21","2.147,21","","-0,31%"
"11.12.1997","2.704,71","2.153,72","2.153,72","2.153,72","","-0,82%"
"10.12.1997","2.727,04","2.176,53","2.176,53","2.176,53","","0,24%"
"09.12.1997","2.720,48","2.171,25","2.171,25","2.171,25","","-0,50%"
"08.12.1997","2.734,15","2.182,22","2.182,22","2.182,22","","0,03%"
"05.12.1997","2.733,32","2.181,52","2.181,52","2.181,52","","-0,16%"
"04.12.1997","2.737,64","2.184,95","2.184,95","2.184,95","","0,24%"
"03.12.1997","2.731,00","2.179,62","2.179,62","2.179,62","","-0,31%"
"02.12.1997","2.739,56","2.186,45","2.186,45","2.186,45","","-0,61%"
"01.12.1997","2.756,30","2.199,76","2.199,76","2.199,76","","-0,66%"
"28.11.1997","2.774,61","2.214,39","2.214,39","2.214,39","","0,62%"
"27.11.1997","2.757,63","2.200,82","2.200,82","2.200,82","","0,57%"
"26.11.1997","2.742,10","2.188,41","2.188,41","2.188,41","","0,51%"
"25.11.1997","2.728,22","2.177,36","2.177,36","2.177,36","","-0,38%"
"24.11.1997","2.738,51","2.185,52","2.185,52","2.185,52","","-0,18%"
"21.11.1997","2.743,50","2.192,04","2.192,04","2.192,04","","0,77%"
"20.11.1997","2.722,48","2.175,26","2.175,26","2.175,26","","0,07%"
"19.11.1997","2.720,45","2.173,67","2.173,67","2.173,67","","-0,25%"
"18.11.1997","2.727,23","2.179,09","2.179,09","2.179,09","","0,07%"
"17.11.1997","2.725,31","2.177,55","2.177,55","2.177,55","","0,37%"
"14.11.1997","2.715,35","2.169,59","2.169,59","2.169,59","","0,16%"
"13.11.1997","2.711,10","2.166,20","2.166,20","2.166,20","","-0,51%"
"12.11.1997","2.724,95","2.177,29","2.177,29","2.177,29","","-1,13%"
"11.11.1997","2.755,96","2.202,06","2.202,06","2.202,06","","0,14%"
"10.11.1997","2.751,99","2.198,88","2.198,88","2.198,88","","-0,57%"
"07.11.1997","2.767,84","2.211,55","2.211,55","2.211,55","","-1,14%"
"06.11.1997","2.799,89","2.237,16","2.237,16","2.237,16","","-0,44%"
"05.11.1997","2.812,20","2.247,01","2.247,01","2.247,01","","0,17%"
"04.11.1997","2.807,37","2.243,13","2.243,13","2.243,13","","-0,17%"
"03.11.1997","2.812,24","2.247,02","2.247,02","2.247,02","","1,10%"
"31.10.1997","2.781,70","2.222,61","2.222,61","2.222,61","","-0,15%"
"30.10.1997","2.785,99","2.226,05","2.226,05","2.226,05","","-0,52%"
"29.10.1997","2.800,44","2.237,56","2.237,56","2.237,56","","1,75%"
"28.10.1997","2.752,22","2.199,04","2.199,04","2.199,04","","-5,89%"
"27.10.1997","2.924,42","2.336,65","2.336,65","2.336,65","","-1,56%"
"24.10.1997","2.970,75","2.373,66","2.373,66","2.373,66","","0,02%"
"23.10.1997","2.970,24","2.374,33","2.374,33","2.374,33","","-0,96%"
"22.10.1997","2.998,95","2.397,28","2.397,28","2.397,28","","-0,12%"
"21.10.1997","3.002,62","2.400,21","2.400,21","2.400,21","","0,08%"
"20.10.1997","3.000,09","2.398,21","2.398,21","2.398,21","","-0,85%"
"17.10.1997","3.025,74","2.418,71","2.418,71","2.418,71","","-0,79%"
"16.10.1997","3.049,87","2.438,00","2.438,00","2.438,00","","-0,02%"
"15.10.1997","3.050,60","2.438,58","2.438,58","2.438,58","","0,25%"
"14.10.1997","3.042,94","2.432,46","2.432,46","2.432,46","","-1,36%"
"13.10.1997","3.084,93","2.466,04","2.466,04","2.466,04","","0,52%"
"10.10.1997","3.069,00","2.453,31","2.453,31","2.453,31","","0,19%"
"09.10.1997","3.063,16","2.448,64","2.448,64","2.448,64","","-0,19%"
"08.10.1997","3.068,93","2.453,25","2.453,25","2.453,25","","0,36%"
"07.10.1997","3.057,98","2.444,50","2.444,50","2.444,50","","0,45%"
"06.10.1997","3.044,24","2.433,52","2.433,52","2.433,52","","-0,19%"
"02.10.1997","3.050,17","2.438,26","2.438,26","2.438,26","","1,14%"
"01.10.1997","3.015,85","2.410,82","2.410,82","2.410,82","","0,24%"
"30.09.1997","3.008,55","2.404,99","2.404,99","2.404,99","","0,20%"
"29.09.1997","3.002,41","2.400,08","2.400,08","2.400,08","","0,37%"
"26.09.1997","2.991,29","2.391,19","2.391,19","2.391,19","","-0,06%"
"25.09.1997","2.993,22","2.392,73","2.392,73","2.392,73","","0,07%"
"24.09.1997","2.991,26","2.391,16","2.391,16","2.391,16","","0,00%"
"23.09.1997","2.991,39","2.391,27","2.391,27","2.391,27","","0,00%"
"22.09.1997","2.991,43","2.391,31","2.391,31","2.391,31","","0,07%"
"19.09.1997","2.989,28","2.389,56","2.389,56","2.389,56","","0,15%"
"18.09.1997","2.984,69","2.385,95","2.385,95","2.385,95","","-0,26%"
"17.09.1997","2.992,61","2.392,34","2.392,34","2.392,34","","-0,11%"
"16.09.1997","2.995,91","2.394,94","2.394,94","2.394,94","","-0,24%"
"15.09.1997","3.002,99","2.400,53","2.400,53","2.400,53","","-0,54%"
"12.09.1997","3.019,34","2.413,71","2.413,71","2.413,71","","-0,65%"
"11.09.1997","3.039,16","2.429,73","2.429,73","2.429,73","","-0,26%"
"10.09.1997","3.046,94","2.435,85","2.435,85","2.435,85","","-0,05%"
"09.09.1997","3.048,54","2.437,12","2.437,12","2.437,12","","-0,26%"
"08.09.1997","3.056,58","2.443,47","2.443,47","2.443,47","","0,08%"
"05.09.1997","3.054,23","2.441,57","2.441,57","2.441,57","","0,72%"
"04.09.1997","3.032,49","2.424,12","2.424,12","2.424,12","","-0,36%"
"03.09.1997","3.043,44","2.432,86","2.432,86","2.432,86","","0,75%"
"02.09.1997","3.020,74","2.414,67","2.414,67","2.414,67","","0,03%"
"01.09.1997","3.019,98","2.414,09","2.414,09","2.414,09","","0,35%"
